"POINT (-6.134951999999998 53.29233559999999)",Dun Laoghaire Shopping Centre,Third floor, 20c on the attendant's table at entry
"POINT (-8.482562099999999 51.8879753)",Maxol,
"POINT (-9.3060517 53.8543221)",Circle K,Door is to the right of the Tills.
Great shop, please support when using the toilets :)
"POINT (-8.682707599999999 52.35484659999999)",Public Bathroom,
"POINT (-9.359820100000002 52.5874685)",Public Toilet,
"POINT (-8.909156700000002 52.178149)",Church Street Public Toilets,
"POINT (-9.067135500000001 52.0599031)",Public Toilets,
"POINT (-9.5104088 52.0574275)",Public Toilets,
"POINT (-6.3778044 53.3864635)",SuperValu Blanchardstown,
"POINT (-6.3821752 53.383742)",Public Toilet,
"POINT (-6.273502499999999 53.3458874)",Four Courts,At least two in the main building but probably more, makes for both historic & peaceful pees.
"POINT (-7.8884084 52.5165625)",Public Toilets,
"POINT (-6.0945126 53.1981569)",Bray Promenade Public Toilets,
"POINT (-9.3666383 53.2463326)",Seipeal Naomh Ainnin,Toilet at the back of the church open to public
"POINT (-6.2633661 53.34250590000001)",George's Street Arcade,George’s street arcade, on the right side when walking in from the market bar entrance. Extremely deliberately hidden - no markings on the door, it’s just a brown door beside another brown door that says “staff only”. Very hidden! But very clean and open to public.
"POINT (-8.478646200000002 54.27292600000001)",Quayside Shopping Centre,One just out the back of next and one downstairs on the bottom floor. There's a lift down to the downstairs one, which is to the right in the main entrance.
"POINT (-7.7258913 54.9540947)",Letterkenny Shopping Centre Toilets,
"POINT (-9.014593699999999 51.5661134)",Public Toilets,Located between the car park and the beach
"POINT (-9.1331397 51.5588487)",Keelbeg Pier Public Toilets,Public toilets attached to the Harbour Master’s office at Keelbeg Pier.
"POINT (-6.401950599999998 54.013469)",Applegreen,
"POINT (-8.2201469 53.0844246)",Portumna Castle Marina Toilets,Toilet & Showers next to Marina RV park
"POINT (-9.3745669 51.4823812)",Public Toilets,
"POINT (-6.5322663 53.1710824)",Public Restroom,
"POINT (-6.687869199999999 53.64276)",Circle K Beechmount,Inside garage shop, free access

"POINT (-7.4941825 53.274245)",The Bridge Centre,On the first floor of the shopping centre, free access
"POINT (-6.394560599999999 53.98158069999999)",Maxol,Inside the garage shop, free to access
"POINT (-7.694280499999999 54.96578419999999)",Alcorn's Flower & Garden Centre,Clean toilets, beside garden centre coffee shop
"POINT (-8.2952289 51.8498886)",Toilet - WC,Free, wheelchair accessible, local authority managed, daylight hours. 
"POINT (-8.763693 51.643774)",Public Toilets,Newly renovated on street toilets near Timoleague Abbey.
"POINT (-6.281631900000001 53.28288149999999)",Pearse Museum,Free to access during park opening hours 
"POINT (-7.737584 54.948926)",The Courtyard Shopping Centre Letterkenny,Toilets on ground floor
"POINT (-7.772764500000001 55.02668)",Spar,Toilet behind shop, clean & good parking
"POINT (-8.5222195 51.7052925)",Kinsale Public Toilets,
"POINT (-7.728635100000001 54.94813430000001)",Homebase - Letterkenny,
"POINT (-7.729839999999999 54.94722999999999)",Dunnes Stores,At back of shop in clothing section
"POINT (-7.724915499999998 54.952259)",Circle K Tobin's,Near the back of shop through dining area
"POINT (-7.679515399999999 55.0759033)",Blaney Stores - Applegreen,
"POINT (-7.700047400000001 54.9442652)",Applegreen,Inside shop, opposite Clanree Hotel
"POINT (-6.228495700000001 53.2725229)",Maxol Sandyford Service Station,Free to access, clean, accessible
"POINT (-6.1318425 53.29294470000001)",dlr LexIcon Library and Cultural Centre,Free to access, easy access from ground floor
"POINT (-6.146033399999999 53.256269)",Circle K Centenery,
"POINT (-7.448012 54.10152)",Public Toilet,Free to access. Maintained by county council. Clean and safe.
"POINT (-7.683076399999999 52.35667399999999)",Lidl,Left at the bread section. No key needed. Free
"POINT (-7.660214300000001 52.3597199)",Clonmel Oil Service Station,Need to ask for a key from the cashier.
"POINT (-7.7003165 52.3604469)",Prior Park Service Station,Toilet at the side of the petrol station. Need a key from the cashier to open.
"POINT (-7.034709800000001 52.6799254)",Applegreen,
"POINT (-7.103123 52.257564)",Public Toilets,It costs 20c to access.
Normally clean & functional.
"POINT (-7.691463999999999 52.35460680000001)",Showgrounds Shopping Centre,Free access, male and female. Disabled toilets. Baby changing room with breastfeeding quite rooms 
"POINT (-8.2701566 52.2658472)",Public Toilets,It is not free
"POINT (-6.9327855 52.9086431)",Circle K,
"POINT (-6.270041 53.27816809999999)",Marlay Park Courtyard,
"POINT (-7.932954899999999 53.4200001)",Golden Island Shopping Centre,Beside tuthills newsagents
"POINT (-6.1390692 53.2929174)",Tesco Superstore,Past the tills, Free. Good strong flush!
"POINT (-6.1293142 53.2896498)",People's Park Toilets,Council maintained public toilets. Free.
"POINT (-6.114890000000001 53.2666179)",Tower Tea Rooms Killiney Hill,Next to Killiney Hill Tea Rooms (on Killiney Hill Road, opposite St Stephens Church) part of same building but outside access. Separate stalls - all unisex. Free. Probably open same hours as tea rooms
"POINT (-6.177561799999999 53.3013607)",Blackrock Market,In Blackrock Market. Mens on left, Womens on right. One toilet in womens, not sure about mens. Seem to be open when market is open. Food places in the market so open in weekends too. Free.
"POINT (-8.925742300000001 53.2643636)",Lidl,Free to access, in main building upstairs from Lidl and between coffee shop and clothes shop upstairs
"POINT (-7.4676531 53.0040764)",Mighty Mols Petrol Station,Free to access

"POINT (-7.4744752 52.9997324)",Mountrath Public Toilet,
"POINT (-7.296613100000001 53.0300166)",Kyle Centre Portlaoise,
"POINT (-6.1391068 53.17304120000001)",Avoca Kilmacanoge,Part of Avoca but outside access. Free. Separate stalls, unisex. Very nice - well maintained. 
"POINT (-7.039244399999999 55.18836049999999)",Public Toilets,
"POINT (-8.1605502 52.4745938)",tipperary town market,Free to access
"POINT (-9.9097391 51.6509804)",Public Toilet,
"POINT (-9.298715999999999 54.0936105)",Gortnor Abbey Pier,at the motorhome camping facility 8am to 8pm in summer
"POINT (-10.2734201 52.1392143)",Dingle Public Toilets,
"POINT (-9.4656392 52.23066)",Public Toilets,Free public toilets on the street, at the very end of the town at a junction between roads. Near the library carpark.
"POINT (-8.5969435 52.6620096)",Parkway Shopping Centre Toilets,
"POINT (-8.9597224 51.90468669999999)",Macroom Town Hall,Fully accessible only a short dash from the street
"POINT (-7.582882799999999 54.1153062)",Top Oil Ballyconnell,Inside the shopping centre attached to the gas station, free access
"POINT (-7.234595600000001 52.6430534)",Blackquarry Service Station,Accessible toilet downstairs and gender specific toilets upstairs on the right hand side
"POINT (-6.2155219 53.3832058)",Artane Castle Shopping Centre Toilets,To the left of Penney's store. Accessible.
"POINT (-7.514735999999999 54.99832499999999)",Kernan's EUROSPAR,Located inside, in dining area, open until 10pm
"POINT (-8.186584 53.628836)",Casey's Circle K,
"POINT (-9.789057500000002 52.10702269999999)",Library Place,
"POINT (-8.211182899999999 53.6415657)",Circle K,
"POINT (-7.902246100000002 55.1728345)",Public toilets,
"POINT (-7.609841400000001 55.18840100000001)",Beach Toilet Facilities,
"POINT (-9.0500059 53.2743705)",Public toilet,
"POINT (-6.236251999999998 53.328157)",Lolly and Cooks,9am to 5pm Monday to Sunday
"POINT (-8.464214499999999 52.835968)",Public toilet,
"POINT (-7.013064300000001 53.1452193)",Toilets,
"POINT (-6.1089222 53.0974671)",Texaco Newtown Mount Kennedy,Toilets are on the outside of the garage.
"POINT (-9.2262495 53.7133943)",Moore Hall,
"POINT (-8.1702185 51.9133194)",Public Toilets,Not free to use, unsure of cost
"POINT (-7.487490999999998 54.8334981)",Circle K Daly's,
"POINT (-6.671722 53.403462)",Circle K,
"POINT (-9.5105962 53.7970708)",Tesco Superstore,It's inside the Tesco store so it's a customer toilet.
"POINT (-9.5485655 51.7501238)",Public Toilet,Next to Quills in Glengarriff
"POINT (-9.30159 53.85590999999999)",Dunnes Stores,
"POINT (-8.4372941 51.8776824)",Douglas Village Shopping Centre,
"POINT (-8.625490499999998 52.66509569999999)",Arthur's Quay Shopping Centre,
"POINT (-9.0469229 53.27349049999999)",Galway Station,Accessible, easy access from either main station or side station entrance
"POINT (-9.045643799999999 53.2749937)",Galway Coach Station,
"POINT (-6.3914099 53.3946458)",Blanchardstown Shopping Retail Park Toilet,The toilet is accessed from the street.
It is part of the Starbucks building.
Not sure on opening hours. It might be similar to the shopping centre times.
Male and Female toilets.
Baby changing facilities are available.
"POINT (-6.91099 52.84607399999999)",Circle K,
"POINT (-9.3481318 52.9342187)",Lahinch Playground,Next to Lahinch playground, wheelchair friendly
"POINT (-6.1801606 53.4009106)",Clarehall Shopping Centre Toilets,Towards the tesco exit on the first floor beside easons, down a corridor
"POINT (-6.530289999999999 53.349127)",Castletown House,Portaloos available (with lots of toilet paper and hand sanitiser), while house closed due to covid restrictions
"POINT (-6.470455800000001 53.3679555)",Car Park - St. Catherine's Park,Beside park warden's office in St. Catherine's Park (Lucan/Leixlip - Fingal CC), wheelchair accessible
"POINT (-8.4707387 51.89889890000001)",Brown Thomas Cork,Very clean
Separate baby changing area
"POINT (-9.677463099999999 52.5120069)",Ballybunion Castle,On Castle green
"POINT (-7.111157 52.2621048)",Public Toilets,20c to access
"POINT (-7.3514024 53.5276449)",Tesco Superstore,
"POINT (-9.303601999999998 53.2440898)",Public toilet,
"POINT (-8.5301238 52.91072800000001)",Scarriff Public Library,Just inside the side door into the building on the left of the building. Accessible for wheelchairs and a baby changing station
"POINT (-7.809076200000002 52.6784927)",Thurles Playground,30 cents to use. Located beside the children's playground in Thurles Town Park.
"POINT (-7.4966154 53.3631411)",Circle K M6 Kilbeggan,
"POINT (-7.643336 53.4259317)",Saint Thomas' Church,Back of the church
"POINT (-6.548624 53.33415420000001)",Texaco Spar Celbridge (Apache Pizza & Subway),
"POINT (-8.3925197 51.813793)",Collins's SuperValu Carrigaline,Across from the inside entrance into supervalu
"POINT (-8.3923676 51.8133601)",Public Toilets,Pay to use - 30c
"POINT (-8.740515 51.74490400000001)",Riverview Shopping Centre,
"POINT (-8.660701999999999 51.76551)",Centra Innishannon,
"POINT (-8.740204399999998 51.7413873)",Centra & Topaz Service Station,
"POINT (-8.7255511 51.7468142)",Texaco Bandon,
"POINT (-6.435784600000002 53.5529603)",Circle K Coolfore,
"POINT (-7.810152299999999 52.6759512)",IMC,Accessible on 2nd floor with escalator located outside cinema. Free to use.
"POINT (-6.6483197 53.6363734)",Public Toilet,Public toilet around the corner of the church, beside the steps up to the parking lot
"POINT (-6.207576599999999 53.148412)",Powerscourt Waterfall Parking,Only accessible for visitors to the Waterfall
"POINT (-6.364799999999998 53.96422099999999)",Centra Blackrock, Louth,beside bottle bank and centra supermarket
"POINT (-10.363489 51.886098)",Portmagee Public Toilets,
"POINT (-6.1092708 53.494055)",Public Toilets,
"POINT (-7.7225042 51.951815)",Ardmore Beach,
"POINT (-6.115229899999999 53.4786157)",Donabate Beach Public Restroom,Public toilets managed by Fingal County Council at Donabate Beach, Donabate, Co. Dublin
"POINT (-6.1589732 53.5862344)",Argillan Castle Toilets,Public toilets managed by Fingal County Council in the grounds of Ardgillan Castle and Demesne beside the Castle. Access limited to park opening hours.
"POINT (-6.197056 53.607483)",Public toilets,Public toilets in Millfield Shopping Centre in Balbriggan
"POINT (-8.527950099999998 54.3898148)",CIRCLE K, Grange,Accessible while shop is open. Just beside carwash
"POINT (-10.2747203 51.8209359)",Public Toilets,Free to use
"POINT (-10.287381 51.9260644)",Public Toilets,Free to use, A stand alone building right on the harbour edge, beside a wheelchair parking space but not sure it is accessible
"POINT (-6.253187499999999 53.2753467)",SuperValu Ballinteer,
"POINT (-7.299661300000001 53.0145511)",Midway Food Court Portlaoise,
"POINT (-6.581855099999999 53.3808264)",Tesco Extra,
"POINT (-6.2186663 53.4538665)",Swords Pavilions Shopping Centre Toilets,
"POINT (-6.2431052 53.4268925)",Dublin Airport Toilets,
"POINT (-6.24497 53.4273061)",Dublin Airport Departures Toilets,
"POINT (-6.247866 53.398634)",Public Toilets,Public toilets managed by Fingal County Council in Santry Demesne, Santry, Co. Dublin at the playground. Opening hours same as the playground.
"POINT (-7.853466299999999 51.95915960000001)",Tesco Superstore,
"POINT (-9.4553722 51.6804944)",Bantry Town Square,
"POINT (-7.626302 52.08661300000001)",Amber,
"POINT (-6.889343399999999 53.7309947)",Park Rí, Kells,
"POINT (-6.687313 53.6537867)",Navan Shopping Centre,
"POINT (-9.835648100000002 52.3891619)",Waterfront Car Park,
"POINT (-9.4825258 52.4504011)",Lidl,
"POINT (-9.4788199 52.4497234)",ALDI,
"POINT (-9.4653719 52.4486073)",Applegreen,
"POINT (-9.4871537 52.4469882)",Public Toilets,20c to use
"POINT (-6.1048742 53.2677599)",Public Toilets,
"POINT (-10.0444256 51.64159979999999)",Allihies Playground Public Toilets,Free to use
"POINT (-9.9570659 51.6949885)",Public Toilets,
"POINT (-7.933184600000001 52.1378072)",Lismore Playground,
"POINT (-9.6634965 53.7876809)",Public Toilets,
"POINT (-7.624444399999998 52.09055559999999)",Dungarvan Shopping Centre,
"POINT (-8.8825973 51.6241868)",Scally 's SuperValu Clonakilty,
"POINT (-8.6439989 52.1359682)",O'Connell Funeral Directors,
"POINT (-6.352405699999999 53.7143349)",Drogheda Town Centre,
"POINT (-6.091678899999999 53.5187664)",Public Toilet,
"POINT (-9.668521300000002 53.11948940000001)",Public Toilet,
"POINT (-9.750711899999999 53.1305311)",Public Toilets,
"POINT (-8.986245000000002 53.17070500000001)",Traught Beach,
"POINT (-9.629910899999999 53.2490686)",Coral Strand,
"POINT (-7.677598300000001 52.35773289999999)",Mulcahy Park,
"POINT (-6.661574799999999 53.2401182)",Tesco Extra,
"POINT (-9.1739954 52.7390936)",Public Toilets,
"POINT (-8.5489458 52.4811972)",Centra Bruff,Key can be found in the shop. Staff are lovely!
"POINT (-6.352548899999999 53.71172809999999)",Spar,
"POINT (-6.2380565 53.6783832)",Public Toilets,
"POINT (-6.207228499999998 53.3242558)",Circle K Martello,
"POINT (-6.2601552 53.3486874)",Eason,
"POINT (-6.375045599999999 53.28523999999999)",Circle K The Square,
"POINT (-9.266294499999999 51.5490611)",Field's SuperValu Skibbereen,
"POINT (-9.5204758 52.0610344)",Knockreer Playground,
"POINT (-6.155648999999999 53.3854464)",Centra Greendale,Keycode to enter, ask at desk
"POINT (-6.216676100000001 53.2785243)",Dunnes Stores - Beacon Court,Beside the off licence
"POINT (-6.927895 52.835304)",Carlow Shopping Centre Toilets,
"POINT (-10.194886 53.969635)",Keem Beach Public Toilets,
"POINT (-6.239280099999999 53.41183179999999)",Applegreen,
"POINT (-6.1176802 53.2221587)",Shanganagh Cemetery Toilets,Inside gate beside park and recycling centre. Open during cemetery opening hours
"POINT (-6.2633135 53.3497637)",Dunnes Stores - Henry Street,Top floor
"POINT (-6.2181239 53.376222)",Circle K Maypark,
